FSC-A,SSC-A,Zombie-Violet-A,Alexa Fluor 647-A
70917,42402,377,61
140905,46188,22859,3934
128066,33542,570,2209
105304,46182,1465,354
71600,45012,7522,3683
86271,44506,1405,2819
96606,18105,43165,122
149134,44315,359,3312
144580,51454,227,176
90864,74464,538,165
86381,37511,863,154
134281,67871,368,58
101488,39757,644,37
180781,36381,1052,124
137447,33523,302,4376
116193,45203,2060,4339
73326,128643,36508,2709
88893,51209,1372,3399
132798,32532,17024,167
129279,50887,301,7162
121415,48503,1495,1441
104405,27053,331,12548
82471,52760,316,6722
115477,41049,35771,294
73113,27603,508,50
94542,20856,220,5805
94414,52838,730,99
153729,33506,754,7889
102330,38411,1438,192
100556,51805,1028,74
69446,19385,29560,195
123072,41045,1060,2674
153814,42555,289,190
87047,66321,886,10057
93166,30703,1302,210
123569,52372,420,179
107368,28827,541,9474
161568,37123,401,115
128657,51950,1559,2024
122658,28730,1597,2077
55081,28209,375,1193
106449,37475,698,66
91654,27640,743,4792
86225,27981,509,23213
79698,37480,286,76
73466,48105,716,395
86181,106956,250,141
128260,35919,823,66
101426,32414,1496,98
94985,41243,774,5199
94761,99996,575,19711
161584,19618,1135,2885
96278,63638,1005,128
106200,33618,7134,4130
68329,39250,31082,417
91153,39146,1259,4145
98399,33318,1175,112
135661,75599,1548,10968
91770,38230,778,138
143490,51234,8597,77
166361,50890,520,2337
84234,51291,589,121
88184,66034,335,5818
104378,20886,591,238
98736,57572,736,10505
67793,98350,1613,474
74892,57878,929,4874
147710,48583,400,199
86122,48773,316,3184
112160,53321,5886,2592
112274,36260,899,297
91693,35130,648,239
152327,49781,366,55
89073,46347,432,5638
106122,37385,397,5546
79379,25845,784,280
103514,36369,437,4055
95162,69168,781,125
66139,48043,41266,4021
91885,28901,238,1504
51723,42355,595,212
138362,49443,75,377
153403,63917,401,97
120917,22994,20183,134
82898,29120,1436,3896
78311,46328,1885,37
122059,82845,367,79
170242,53017,213,479
109378,42887,13867,111
112040,22564,112,326
111042,35898,287,2394
46249,22922,971,152
158429,26640,25749,1476
161474,36871,29598,7010
94602,39925,487,42
109878,59158,157,323
54177,51115,16212,75
88376,84445,12237,105
82120,29426,16833,3053
125279,45260,1223,85
71243,33187,545,84
107575,79007,672,250
94999,25828,449,2775
76131,39120,1656,47
142540,29795,1424,8904
64433,37012,294,9591
91716,25538,349,56
79593,33478,749,150
73909,26645,567,9040
108550,36912,9267,4651
86011,25851,2018,174
99986,54061,25793,581
108866,60664,1123,57
91969,52241,686,383
92803,66916,343,7795
128050,46454,666,79
102501,32998,900,195
108863,75733,292,1111
96508,41222,18714,302
57439,20165,1469,6159
93669,25648,183,213
160600,40509,17338,191
81377,29296,2240,2510
115375,93329,501,4550
124889,51364,15207,103
76034,28775,1197,135
129593,24287,857,74
167761,33610,27481,4555
77403,39337,1221,1219
123388,31509,4530,1396
131188,57070,3202,2634
98707,50887,27714,4208
98012,111585,761,4844
83985,74793,456,1267
144043,85248,2388,59
81418,30122,210,248
126359,33007,66,500
85109,78144,20135,88
73192,25731,1305,80
82362,42840,113,3787
89400,68630,312,936
88439,32990,117748,4495
116565,21405,176,7768
136171,29883,1056,664
83741,27199,17826,3449
95145,64580,483,233
56011,17517,13760,3211
102187,70195,22046,143
161598,60294,381,3170
93671,27756,443,4394
87772,39582,542,189
65586,90475,26275,6041
84083,20949,20656,773
79705,54801,31428,3928
98441,61165,862,83
93029,20116,10145,247
117118,20171,628,12851
81376,34794,604,114
129850,44582,21690,8223
68262,22498,715,171
139676,75187,1418,3028
112559,22520,946,1998
96919,40797,434,136
135028,57523,613,4092
81736,43302,1893,3547
108334,50211,6768,91
131362,55974,158,168
138434,39074,490,190
111000,17377,1761,67
103686,51456,1131,535
113531,32566,779,78
127614,25299,190,9487
112221,24284,975,3464
70834,35807,207,297
122954,30663,2439,27
112085,31295,448,138
43997,54727,1089,6379
104586,33491,614,122
109595,47948,2594,5710
100637,55362,16302,132
72906,82242,12068,364
249125,26286,561,178
54995,79091,943,3166
91627,33113,742,130
123016,51851,561,2316
99116,65715,984,3202
102452,61427,897,174
134056,50573,300,5850
78691,17326,837,2713
82978,52709,752,86
77099,33590,806,129
75919,51372,597,186
126736,28412,1837,106
99326,63207,1163,205
96137,52420,341,190
129650,45479,321,6113
71806,49897,17714,32
108478,45128,1495,6801
68598,66445,173,67
66091,48578,996,148
85679,44136,22254,683
105552,54789,230,924
96886,49500,825,3294
79879,16412,9711,4151
99566,30374,1168,3569
97369,56846,218,264
82873,30023,328,8561
106661,27742,395,6305
133199,29473,969,5585
120761,49646,1428,3328
93718,42761,421,127
74238,49662,24165,9893
140677,55209,947,3181
123233,33376,126,204
269166,41195,1053,150
117785,23241,625,6256
60510,60736,29150,5576
101150,54031,19476,152
114108,55771,1619,2380
147686,27150,5360,304
103013,68318,295,250
154775,20046,14256,107
74702,25534,14715,8483
105279,72276,160,10448
141627,31660,24774,135
134637,89594,812,248
116324,35896,4010,556
111227,41533,612,4393
83971,41226,1053,242
63294,41370,266,1661
104331,28545,2106,94
192890,28392,27926,7222
79342,38088,442,2015
59484,44451,246,264
77137,56260,119,18538
56372,95520,859,64
89546,61397,1127,97
138746,34854,211,51
97363,42617,187,2206
141917,32488,128,8265
127301,35177,852,34
151321,34140,39791,418
108646,107805,2696,49
115857,49220,323,1117
167926,21812,142,1842
160115,29637,255,294
92551,21240,3097,8246
104172,25529,558,3746
83579,42568,4171,4822
103718,28898,779,1533
87926,98495,319,4863
112187,42461,275,277
91085,22522,411,141
112700,41843,308,460
82365,38353,390,3418
90362,27865,501,3219
90179,38809,738,2419
111769,32117,1097,9991
80609,40991,458,10244
152831,47260,45152,3538
182544,31518,173,339
121677,21215,13481,90
107886,79906,7443,5801
107432,90987,436,7999
95017,38762,23148,4372
54533,32578,2821,2460
128586,34813,1267,150
91036,17843,692,70
87392,28141,435,196
113908,31695,17394,98
76615,19714,8900,323
120049,101008,1009,193
71115,58719,180,74
79282,46706,830,7517
100661,22510,53334,135
127550,50908,23407,104
115086,26364,539,212
115325,34693,1246,8002
158545,53796,662,212
81818,39041,1480,68
110305,41382,21016,3905
70911,34814,337,105
66536,24088,16431,108
83155,48807,1744,4204
148613,41012,1928,2648
76229,42376,21180,533
100751,33187,762,1701
109838,24548,1053,90
104421,24159,12938,69
83190,63969,435,7102
111770,115869,1909,601
120881,22955,592,1159
94777,28948,322,2260
68753,34341,452,143
93328,32035,1435,703
85078,35413,370,1967
140288,32188,239,136
86426,26971,1116,121
60910,26173,31870,3583
92723,66641,145,214
87049,56803,1275,2265
122739,24105,52,2258
77635,33058,16739,1678
101281,42509,18012,74
98611,61661,2815,140
74802,43532,25865,115
144548,40710,476,2717
145511,49712,1447,5255
83697,55698,145,3900
121759,46974,586,192
104104,21943,386,2263
126825,68516,285,9947
77330,25537,263,90
87522,31678,542,5490
122343,30693,632,96
71991,23671,369,15757
98135,29090,9932,4284
105215,29595,15455,86
96417,25189,249,431
159311,68046,531,15549
112050,51823,21684,1509
117807,52263,279,19052
71931,14866,1266,242
126001,30817,518,469
78084,33181,2663,73
143909,35688,9805,7232
124727,30616,282,220
122692,28997,817,62
55651,47231,491,63
99525,27732,566,598
127846,42904,245,161
109951,48420,2402,66
73759,110432,544,168
114326,65951,916,309
85466,77365,6724,118
102829,57783,14908,356
129890,49772,306,304
103408,48854,311,322
65539,24194,1034,440
89805,55697,719,81
87067,26479,495,4423
94127,17709,28816,430
132046,73570,2106,43
157971,23416,591,9606
117589,38830,479,75
100449,33486,121,2954
114830,63399,9229,226
83002,40776,567,335
83520,49685,2595,214
94202,40425,186,140
138495,32677,270,1524
74551,28285,16592,188
81392,46472,182,156
114295,27777,1362,4144
99143,73247,1097,5095
113366,31901,761,3952
107632,32821,13706,114
203656,31191,484,192
81468,37821,906,84
63667,38602,17711,81
78469,35569,451,2901
157244,35859,16586,269
162048,20918,318,3110
86815,65437,295,85
121119,56252,787,478
94192,93812,590,179
116625,23762,354,66
67943,47209,48136,3343
119527,69822,1039,6989
88208,46077,831,4409
84064,57014,24001,3137
88733,26073,1593,380
114114,42273,858,74
83025,40695,679,8546
72540,51364,15294,1117
105464,50217,1273,146
103879,28709,745,1392
129037,28830,50817,6659
114401,45214,257,48
60126,52167,667,2944
134777,31115,966,4128
117070,22224,1544,215
118889,37893,267,598
70093,69364,13245,320
123626,51260,16073,5389
74741,36216,294,163
69175,44215,237,245
77555,73523,160,784
68273,17280,13681,5468
136725,40346,723,2683
103682,21796,533,258
87366,48248,452,4393
75580,43591,322,142
84486,38806,1026,9605
129070,68197,928,5164
114806,42156,13166,429
101919,12185,427,90
69816,61805,5437,2707
73484,105974,856,6086
79152,45572,1075,152
123389,26164,37173,116
154380,42638,722,245
157698,43174,259,4205
75486,86329,608,193
111404,48917,203,113
109359,31564,1412,5579
145859,47348,153,2871
161320,55843,237,10332
68234,29517,326,2493
106303,41630,1593,179
98510,36125,4386,3493
67257,33407,843,106
91707,66384,173,3752
115716,32740,1785,1664
52045,30363,1616,187
99271,41796,25761,227
86993,64282,187,8348
127917,54350,1352,1747
65943,50696,1107,76
88871,67765,16580,188
112461,24333,19486,61
107830,23110,3269,1875
112738,19194,2511,3634
88866,47014,3955,56
77292,30195,3387,88
135392,23868,1103,60
129651,43875,881,170
97690,51077,492,39
77458,54679,2552,665
92514,20228,1161,3176
206505,38220,386,501
115465,81415,158,214
70557,44341,45619,2698
88395,26229,768,215
95532,30269,100942,5397
86839,45479,533,476
86810,36242,744,402
72259,48463,23671,50
61243,22764,5628,90
88961,29024,661,1374
131114,37913,324,201
79175,51044,2767,102
141292,34415,1196,6430
86259,45137,13274,5745
82955,39011,10563,247
89090,32583,523,295
128641,25362,190,154
117588,26077,2174,8642
76762,64277,1278,201
133837,56072,739,9750
123582,34919,17544,61
69197,37501,291,1862
93879,37749,1225,6815
111831,65190,9220,479
88130,28819,7834,267
103454,24506,1210,158
129441,50247,533,1121
118904,48108,489,283
109176,35102,2222,428
70506,92154,500,146
105116,32071,199,6269
95346,39384,609,6228
66701,59705,7394,201
137031,49998,1153,97
158272,57716,341,7923
113078,67093,1367,3060
96993,30947,18064,342
82611,61715,141,4079
91944,25237,1332,112
123789,38036,939,4416
95231,101051,1837,209
130546,46777,351,4039
111370,44430,572,98
136457,33037,157,53
109307,25929,2938,1508
76933,43841,439,5490
110911,19469,531,6169
139656,42747,550,6696
60403,25953,16266,328
75493,39235,27303,87
116684,65270,59136,3275
122472,34407,408,228
78194,62691,1538,106
80019,29386,756,2301
67341,59200,603,9853
144587,89168,179,208
102554,26699,289,394
112826,52566,631,192
61518,38901,108,15827
107458,30201,517,9552
156090,42579,381,9288
162818,23559,4079,112
126958,28541,639,5932
49967,35047,615,163
82239,47646,373,58
72530,30475,218,3102
99294,38448,4483,125
46928,24849,14335,4894
101529,47948,2221,1302
126412,20695,419,3153
111896,35277,867,146
90889,29945,361,191
72962,47804,439,140
102322,27987,356,128
80192,23003,209,2077
133767,67515,195,4841
90725,53778,19839,54
106430,34659,1177,2801
117588,46302,173,221
90109,44951,173,1155
109188,34030,30556,241
161870,17145,806,2709
64033,54285,158,3246
71200,44945,1609,4694
83265,62148,1625,3039
137458,41853,5595,635
84822,59238,353,487
89834,16445,562,757
76697,61346,26422,13636
107219,42804,730,4157
70524,22935,421,31
241394,19477,21728,392
159011,53105,6614,418
118551,25167,265,113
103439,47056,1360,13383
136029,41723,1413,2094
92163,40401,1095,190
191720,95032,684,81
58636,32672,9818,47
82320,41458,338,1475
74071,37913,281,18235
136165,73278,35476,130
146617,47851,1200,164
82246,66208,17557,11647
88146,38272,305,117
83252,38362,15944,3617
136015,39716,12703,140
114266,45133,284,6922
85113,40876,343,3266
89387,42393,1102,84
114210,29803,35859,48
79199,36573,21773,163
123097,65642,1736,3127
111214,35820,3819,266
99197,42759,661,608
60834,22236,139,59
77610,44479,314,4685
80610,73511,310,2582
102370,39970,13737,1700
118237,34866,312,138
97196,23632,11015,74
87538,41980,605,801
145801,66780,74804,253
98886,15229,13482,3450
129268,23330,7908,4858
69185,43948,636,827
121909,58556,352,3869
84204,60052,779,223
52120,32505,436,4398
121561,51450,861,123
86263,57106,296,951
111219,32794,97,840
57980,38854,2847,190
107414,47158,458,2796
155052,32782,1469,4415
90498,26477,5085,7066
84237,32714,5993,94
162001,51346,5003,405
93033,36326,256,124
110463,38653,191,149
73014,29193,1738,6112
104857,51590,1295,339
112865,58200,2076,30
105662,26672,482,85
92458,56478,721,1884
91368,67742,1146,90
125837,35621,175,205
123531,66401,136,5374
152190,23222,425,2870
95816,30087,682,6801
88975,82902,5203,83
76756,44802,60,4488
83004,68615,1109,165
56918,55922,32006,4306
78119,55398,14147,92
107245,78792,2106,476
99930,29075,1009,3350
109601,41729,1580,680
126147,15234,481,8416
65407,44472,2572,3079
142521,26777,1029,226
98370,28581,15764,83
101143,63514,832,135
110090,40247,231,115
63056,33921,407,160
82911,80503,119,7049
121225,38368,1226,2793
101067,29316,1291,371
89448,115035,25894,177
110442,48606,1183,134
107923,20421,1528,179
108185,48486,110,138
62687,28281,434,90
96673,64890,584,3986
87240,26998,1357,4687
83513,21351,9814,7761
191921,48108,2058,211
117676,62097,4310,3089
82152,39091,382,7002
80305,73654,681,9998
93327,53747,20597,1932
110517,34095,687,137
71932,32511,446,6073
126274,37803,365,4588
65310,45841,494,113
142035,38895,1111,1227
93651,61554,673,2061
96761,31769,37805,3056
77751,39240,910,107
134785,40465,31176,3971
72796,29035,400,3651
98643,65566,608,3475
112976,27275,906,6448
140654,32288,1047,2039
95036,26517,2040,25
81951,45793,869,63
111333,27614,2133,1572
136734,33840,16205,6610
77748,25333,202,86
69950,31835,779,101
146144,48892,641,149
77272,73176,23085,99
126449,27358,815,5025
79330,40496,1611,927
155530,46385,7244,141
140293,30836,641,99
76239,33279,859,198
133359,67320,331,24
77374,53937,3092,311
76525,47987,1210,6030
102092,58372,1352,70
102648,30914,18115,320
96042,69729,545,2013
110920,48995,366,212
83122,43155,338,216
113497,32453,21714,154
96912,42110,901,121
65093,28704,589,2555
131336,65018,283,395
94437,35293,668,199
110468,69150,433,5085
121557,54523,642,146
78601,25558,61185,63
89129,12454,403,167
121212,52856,112,5755
171955,52999,454,103
102445,41567,20420,149
68767,54076,3807,329
99166,22530,365,106
117882,55526,638,69
79804,70690,882,3337
96300,34463,640,7621
60440,37215,1484,269
120808,40400,970,223
99854,33209,907,154
84744,60867,562,70
115560,17260,29803,3404
105202,123885,368,3853
81460,18719,6773,2283
59199,33806,11740,173
124810,62605,14425,230
76149,35517,1997,4526
119486,66347,1275,4173
168560,48011,6166,5236
51446,69508,305,2521
74348,50071,21715,2156
75441,86625,1811,143
132926,23932,12104,4687
92524,33449,1545,237
145063,19972,519,223
124635,27587,62610,8610
111598,40569,400,8122
89580,33595,2036,82
67993,36275,199,249
83957,28563,1360,218
106537,43784,1081,4332
116257,24050,160,5826
122853,40310,1076,9349
74374,36184,785,235
116089,36859,1438,12018
85346,40933,910,9545
148759,35066,882,333
56005,103206,1127,210
141639,46957,5807,7497
96760,25896,2224,8198
159746,36728,1344,154
87899,49282,1735,218
68257,30012,751,1735
138989,26715,947,357
163362,52111,571,452
169203,51001,713,153
137605,50544,1194,99
103439,17744,36208,88
117265,45307,549,4402
59837,68385,6402,627
81484,70622,777,8670
134309,60502,335,403
85526,49969,25838,85
80350,46571,2892,46
99004,50903,242,234
51301,63389,17904,114
119749,40130,26420,140
129756,27560,8856,3993
74157,36259,627,9115
105787,58242,1089,2476
115623,24208,32218,1686
87154,29032,631,398
105277,45623,316,142
70089,34138,24585,173
91225,35391,223,2885
197912,39571,1258,399
144197,57851,707,38
111901,28477,189,72
90728,43195,192,2048
89973,32084,416,5097
195164,30008,278,87
112788,30735,2495,134
203534,48923,38356,2274
54877,25955,9518,12628
97225,35897,1026,200
130988,47742,809,6486
118244,41025,1369,16195
139282,36124,9379,4843
58143,59386,8686,7644
129411,36727,569,2807
56088,25239,2948,105
91718,53217,119,111
90265,45740,1069,6225
184679,48779,323,5452
139305,36176,821,170
73117,30984,790,4076
93513,40984,578,50
121175,24452,3235,686
103840,55385,15716,5549
53546,34479,28229,300
81229,55683,530,173
76594,20742,466,139
144770,23151,463,4570
103083,27476,301,345
84469,54821,848,346
57667,24362,998,383
132673,89624,508,117
153620,26555,542,3066
96360,38299,413,3088
123438,33828,365,12519
126610,26752,710,3848
85068,40983,1536,2641
88515,34861,8111,2868
94509,59571,20544,4694
125176,15309,839,6005
105063,19267,595,74
81575,77000,1189,76
124473,64675,1522,2296
102144,21577,470,3206
120039,22467,920,4098
87085,37294,863,145
75223,32821,384,215
87273,56670,121,7865
72347,102722,10916,3269
107551,30838,224,98
78208,13786,290,238
98187,62626,855,110
167490,35154,6563,67
98722,36307,249,167
88094,72148,761,5699
108226,64988,336,271
104926,24795,1313,5835
109223,51180,231,4000
92438,38355,22244,5054
122279,34304,402,9285
85390,37033,38951,62
100005,28976,818,10845
146593,28789,581,3221
124996,40007,7775,152
109628,42284,8838,5398
111681,66734,1057,65
100043,35630,381,8774
84593,63392,237,71
76821,24580,887,31
82503,54032,21871,3150
89987,43643,1562,69
69651,31913,9670,431
106520,28672,614,9691
125428,49750,274,2542
96926,24456,462,62
151426,23818,494,130
79898,32814,2642,9906
119166,15723,133,191
117512,64335,515,58
70715,30776,189,101
108757,72982,684,4093
65716,19898,210,12449
166904,40098,498,230
73441,47966,356,1237
89209,36256,429,48
82866,78832,1280,100
85317,57703,1246,283
160969,51372,694,1696
118390,61333,1241,9749
129271,64132,566,69
141769,32165,695,2760
70989,36193,1007,122
81986,36363,10071,3309
84483,81547,450,2131
95224,53316,8932,422
137091,26870,5747,3271
117290,40436,269,52
81221,35531,537,2424
141040,19658,1324,69
75642,48753,19357,259
50012,52858,263,4975
99574,90821,501,1675
112405,46878,765,3146
104474,28445,2194,168
165651,36362,51276,4270
74136,34377,12554,438
102323,33013,1677,91
120432,39430,290,512
124554,24549,973,1424
110883,34760,238,143
107796,43939,447,3734
77255,62520,708,5011
101248,22862,820,56
118595,54626,697,64
94821,26697,1757,2267
82050,46732,13144,170
81862,22591,12770,1792
114499,85109,2329,283
88412,66397,1594,50
113140,39406,13796,4079
107573,27769,218,18299
61820,24857,927,73
93167,32019,592,4829
77421,37811,755,639
110517,20254,382,9764
94644,44843,1216,75
101356,71514,969,2159
168314,22948,11918,3418
81115,40485,592,4954
130131,36542,559,5515
131422,25183,684,2643
101742,32439,8062,109
86805,33496,252,3543
105741,11779,1564,60
104831,70321,31444,3825
132161,25467,447,117
84002,45793,1176,3320
94168,47487,607,333
54653,19672,32622,3620
87574,38620,623,157
63340,40523,13749,6675
85319,44005,485,146
106651,63912,1295,473
89362,32202,1003,67
116576,20901,429,3638
129263,42038,260,662
99355,60804,45472,2132
97393,50688,713,3193
130750,25332,2590,10895
73203,79193,915,1734
72811,24465,1159,163
93207,48426,46365,8781
130878,25449,137,105
142275,23208,1204,365
59017,42633,567,165
90458,34225,546,2383
92264,14623,1027,6147
129049,42174,673,77
116135,49781,1858,7583
101049,39662,339,18280
92462,70013,919,88
100090,21345,934,2262
111163,46652,2019,2232
78316,25704,652,6383
81957,22532,6505,6574
106899,22196,1269,83
83446,29310,10033,8532
80960,70097,1897,2535
91680,25932,10830,173
88599,42011,3268,130
101552,25237,22365,36
116921,23433,32071,8533
61605,58307,1097,10657
112112,36127,801,359
102877,72146,1970,190
85717,23278,147,113
116134,26747,2837,2411
147041,29479,502,308
54782,27304,112,119
122460,30544,565,4493
106891,18783,1552,53
117235,62976,1534,12866
101513,39450,1090,73
164125,41546,17248,2400
130429,49344,793,6055
70927,32506,4919,102
119384,63048,2064,66
108739,20982,273,67
231305,22734,929,4918
73736,24112,1860,345
99028,47891,1293,7988
107612,46174,1655,3329
114740,81546,742,446
99363,46462,152,6135
83002,43904,253,427
183991,46554,14370,122
108888,63752,182,7499
120501,49173,1695,102
117160,37250,744,259
132419,44243,1437,103
78176,17592,10428,2416
125276,61710,353,255
136114,46689,16602,101
81189,17041,189,161
125780,42044,1821,2999
76626,36860,1071,298
94967,25462,717,4270
83891,28312,10007,371
133536,50436,3268,241
195041,69375,173,92
136178,63236,286,51
135287,27593,14612,159
138437,39836,658,3091
119803,31892,1834,4733
151543,31319,228,704
74402,52310,556,116
61156,31234,796,257
70575,44112,599,1819
83026,42169,424,4325
86489,57737,2673,1944
68954,44226,404,31
97923,39457,957,14376
75232,49278,547,119
135035,41753,1884,239
130561,49816,19762,7171
121548,50226,41412,8688
158413,50715,635,5043
124295,15059,2320,1313
93767,59866,2123,254
136401,40242,43786,131
166557,40818,815,207
104956,37625,277,4232
110613,42964,941,5584
74610,53491,1405,392
88760,42501,1004,7536
88853,53277,17298,245
102358,31494,15760,1263
98323,47008,713,44
83884,26704,942,9375
178893,24327,21564,9089
146637,39437,646,381
78274,77966,742,544
86546,43212,16928,173
161069,36518,125,233
69159,32486,1143,256
112361,37403,140,280
89728,46339,7758,969
89149,37927,118,3379
148902,48881,8925,230
77092,87225,412,362
82971,25127,1325,30
92126,91302,14006,3039
59487,31938,2318,361
127936,40396,1736,127
148036,70184,18880,2928
104891,55965,1981,1742
90589,47938,1513,2084
101233,32292,2089,7852
48954,77198,115,3975
80772,60538,818,1846
73093,27465,296,2952
74249,51523,241,9619
151477,22515,1151,5393
102983,94577,862,5407
122990,40235,397,113
154760,38313,4094,512
123985,71335,569,211
99666,30133,202,84
63570,22114,562,197
89080,18256,5433,246
121151,41753,966,191
123341,32724,566,286
99781,40007,23690,107
54975,44185,1207,3797
78157,95718,1270,30
95332,22382,542,5006
79882,41424,143,10293
96613,14434,15599,3341
126930,38491,13360,2478
103208,29282,327,1192
67454,22755,12814,375
100477,48036,231,46
144774,33822,383,16
66010,71513,231,13393
57190,23032,203,3874
142726,66377,512,6452
137428,29684,299,4084
117697,40170,954,135
107428,68091,821,2992
104495,40510,314,3195
124843,27860,993,2721
135717,52931,863,30
123489,19797,1284,90
113704,48061,42979,191
123849,63992,1505,12463
102520,34729,246,105
91259,26456,56326,183
81413,18566,298,15570
108410,49486,4367,2699
90353,50422,753,123
110096,28465,11650,3964
144915,46578,1613,187
106590,56985,834,91
111588,13471,476,860
61412,50792,10959,132
135654,20443,241,237
72690,45316,1886,2769
74788,25906,23312,2626
110449,28294,5846,9131
75964,28367,215,6129
125423,43986,168,169
141423,60307,836,2516
115893,54970,846,267
97466,26143,7602,101
118368,39209,5793,6907
82798,50192,1781,96
99142,41790,568,91
133999,53415,185,175
146495,19395,728,3485
85745,46700,211,49
130044,32797,522,122
91307,31549,1005,331
81858,33718,1274,169
107136,56122,266,6164
160120,44135,4772,47
128032,32062,19557,5370
97349,29308,546,4391
96611,25109,9007,5016
57371,49554,2378,119
112573,68242,1695,203
73146,36434,81,194
49432,25331,377,4735
62555,16116,1163,43
171628,18866,352,189
93642,60603,576,5934
85394,23607,2214,10545
94795,54986,645,3629
85983,31563,184,9129
105745,51999,1639,3973
106444,20182,34513,136
71226,45519,1152,3047
74271,30985,355,4851
105060,37026,50052,1119
55032,37908,1568,5890
87091,36643,333,2908
163918,20269,367,5832
67655,49084,16344,220
112385,18389,33935,2183
64932,68634,67165,6170
85230,30432,580,167
39278,95253,428,86
104186,23025,19275,1456
79061,61784,147,6184
106724,40708,496,119
106816,20147,142,149
89410,32516,1002,5997
103366,80766,381,1300
65322,37087,766,167
85975,42580,1084,177
112433,31254,498,8806
77870,31402,733,103
63527,21470,376,6099
113928,37590,1008,2409
85601,31776,674,3571
104730,47303,380,6023
90235,26835,392,92
77335,34838,1811,89
110631,51763,16775,3624
77894,52195,242,2257
91373,52589,508,88
157194,45619,14963,143
85972,22428,216,5344
101594,34118,545,823
132306,23450,23637,134
148457,37333,252,113
83873,38299,12853,168
77229,66766,1018,736
105736,32290,90135,49
100247,40363,2116,8258
112676,35140,212,120
52758,46657,502,155
61740,34320,306,154
84458,12981,688,118
67641,31465,302,462
80914,16827,16945,3738
70219,42735,353,5894
78867,43157,993,239
149698,24664,15799,5904
154124,28342,207,8747
82498,48921,1085,54
100407,55091,1062,7067
104934,39946,184,716
75875,40913,784,7125
124588,23034,490,221
67033,48583,867,222
69609,58705,253,258
144830,31037,399,136
99146,31073,159,3277
113980,33015,603,5636
106698,38377,1324,204
108139,28509,1502,143
100859,68150,160,2033
95450,38165,920,3459
114174,34882,697,398
108687,20431,474,217
95601,95252,746,2419
80576,25768,1598,176
137170,55564,508,227
125113,23211,57784,8315
101846,26376,15040,1695
60114,19071,312,2448
95125,118487,367,5040
86993,42486,9886,12447
122793,41222,1474,255
93243,49794,74,4470
101184,29109,1446,1646
123906,57227,53427,133
83662,40565,1345,63
108561,42750,1208,2131
60682,51977,29678,139
74739,11433,94,159
127078,46853,14297,307
116090,50559,914,5873
167003,95425,677,12824
51161,75459,8933,96
145679,24347,288,196
95324,67829,1524,3000
127529,63535,686,497
124126,29073,1757,77
78358,66839,348,154
89645,42392,36454,98
81557,23334,670,140
83398,49335,809,1996
102571,62131,251,3041
155050,123330,342,2132
132587,46057,783,140
89911,66003,358,2034
100859,33411,174,6408
59469,25418,85179,320
73384,37989,834,6075
104306,40350,12392,8929
65891,29127,254,205
