FSC-A,SSC-A,Zombie-Violet-A,Alexa Fluor 647-A
94219,53073,1289,269
132753,56043,494,42
76043,117989,687,435
131389,35830,571,103
80194,49837,1185,238
129128,65325,938,72
88787,14784,1624,636
92761,33469,15572,170
175472,65273,814,318
161523,34829,720,45
113316,32673,497,127
105331,23400,1033,234
158770,26262,368,204
93991,61607,16567,364
79409,39774,261,196
115595,24293,352,75
99073,32847,906,102
104190,70193,596,162
95686,48391,2578,149
119705,48468,574,108
112668,32557,753,341
117195,80476,22912,290
87394,47273,371,109
96465,27105,354,211
76214,45400,1152,201
121749,51820,879,174
84368,44471,12388,114
80703,56740,415,133
83188,31455,25894,155
95650,38615,28960,145
63934,14612,424,147
115278,46126,262,211
77935,73318,1339,563
119078,35568,1580,746
88832,29354,1335,440
145246,18333,336,326
90098,66708,430,118
96729,19021,268,62
91118,10061,10946,150
131175,86839,34439,240
82556,39121,2960,311
70827,54299,194,51
122907,40472,629,478
161801,36154,391,53
75564,33130,860,94
132922,34562,263,58
89499,31168,124,121
90634,14698,993,126
99811,28406,465,240
88752,44574,136,958
91538,82912,1938,66
131839,31130,310,617
91618,43430,1034,103
112476,95665,707,241
85297,31012,421,235
163076,34223,2613,79
127789,39698,806,80
150348,44007,506,88
99467,28597,2768,228
86815,14864,585,48
95847,35622,767,127
70011,50628,1426,2843
103312,31527,6398,337
78858,30469,11852,333
103572,67882,24927,128
128724,52539,598,147
116414,41367,3641,81
113561,29643,6235,191
85512,54392,570,125
119231,30305,527,347
59273,56733,468,227
80833,29481,454,202
96096,28597,195,214
85622,42260,4779,115
73521,36544,1612,123
73244,19712,133,240
81816,33947,1031,109
99492,61921,1142,251
119316,41440,378,73
87569,52729,21144,309
94239,19197,2016,505
101736,48254,460,74
70917,42402,377,61
140905,46188,22859,156
128066,33542,570,84
105304,46182,1465,354
71600,45012,7522,146
86271,44506,1405,109
96606,18105,43165,122
149134,44315,359,130
144580,51454,227,176
90864,74464,538,165
86381,37511,863,154
134281,67871,368,58
101488,39757,644,37
180781,36381,1052,124
137447,33523,302,175
116193,45203,2060,174
73326,128643,36508,105
88893,51209,1372,134
132798,32532,17024,167
129279,50887,301,297
121415,48503,1495,53
104405,27053,331,542
82471,52760,316,278
115477,41049,35771,294
73113,27603,508,50
94542,20856,220,237
94414,52838,730,99
153729,33506,754,330
102330,38411,1438,192
100556,51805,1028,74
69446,19385,1306,195
123072,41045,1060,103
153814,42555,289,190
87047,66321,886,428
93166,30703,1302,210
123569,52372,420,179
107368,28827,541,401
161568,37123,401,115
128657,51950,1559,77
122658,28730,1597,79
55081,28209,375,44
106449,37475,698,66
91654,27640,743,3024
86225,27981,509,1048
79698,37480,286,76
73466,48105,716,395
86181,106956,250,141
128260,35919,823,66
101426,32414,1496,98
94985,41243,774,211
94761,99996,575,880
161584,19618,1135,112
96278,63638,1005,128
106200,33618,7134,165
68329,39250,1384,417
91153,39146,1259,165
98399,33318,1175,112
135661,75599,1548,469
91770,38230,778,138
143490,51234,8597,77
166361,50890,520,90
84234,51291,589,121
88184,66034,335,238
104378,20886,591,238
98736,57572,736,448
67793,98350,1613,474
74892,57878,929,197
147710,48583,400,199
86122,48773,316,2009
112160,53321,199,100
112274,36260,899,297
91693,35130,648,239
152327,49781,366,55
89073,46347,432,230
106122,37385,397,3499
79379,25845,784,280
103514,36369,437,162
95162,69168,781,125
66139,48043,41266,2537
91885,28901,238,56
51723,42355,595,212
138362,49443,75,377
153403,63917,401,97
120917,22994,20183,134
82898,29120,1436,2458
78311,46328,1885,37
122059,82845,367,79
170242,53017,213,479
109378,42887,13867,111
112040,22564,112,326
111042,35898,287,92
46249,22922,971,152
158429,26640,25749,55
161474,36871,29598,291
94602,39925,487,42
109878,59158,157,323
54177,51115,16212,75
88376,84445,12237,105
82120,29426,16833,119
125279,45260,1223,85
71243,33187,545,84
107575,79007,672,250
94999,25828,449,108
76131,39120,1656,47
142540,29795,1424,375
64433,37012,294,407
91716,25538,349,56
79593,33478,749,150
73909,26645,567,382
108550,36912,9267,2935
86011,25851,2018,174
99986,54061,25793,581
108866,60664,1123,57
91969,52241,686,383
92803,66916,343,326
128050,46454,666,79
102501,32998,900,195
108863,75733,292,40
96508,41222,18714,302
57439,20165,1469,253
93669,25648,183,213
160600,40509,17338,191
81377,29296,2240,1584
115375,93329,501,183
124889,51364,15207,103
76034,28775,1197,135
129593,24287,857,74
167761,33610,1199,183
77403,39337,1221,769
123388,31509,4530,52
131188,57070,3202,1662
98707,50887,27714,168
98012,111585,761,196
83985,74793,456,46
144043,85248,2388,59
81418,30122,210,248
126359,33007,66,500
85109,78144,20135,88
73192,25731,1305,80
82362,42840,113,150
89400,68630,312,34
88439,32990,117748,181
116565,21405,176,4901
136171,29883,1056,664
83741,27199,724,136
95145,64580,483,233
56011,17517,13760,126
102187,70195,22046,143
161598,60294,381,2000
93671,27756,443,176
87772,39582,542,189
65586,90475,26275,248
84083,20949,20656,773
79705,54801,31428,156
98441,61165,862,83
93029,20116,10145,247
117118,20171,628,556
81376,34794,604,114
129850,44582,21690,345
68262,22498,715,171
139676,75187,1418,118
112559,22520,946,76
96919,40797,434,136
135028,57523,613,163
81736,43302,1893,140
108334,50211,6768,91
131362,55974,158,168
138434,39074,490,190
111000,17377,1761,67
103686,51456,1131,535
113531,32566,779,78
127614,25299,190,402
112221,24284,975,137
70834,35807,207,297
122954,30663,2439,27
112085,31295,448,138
43997,54727,1089,263
104586,33491,614,122
109595,47948,2594,233
100637,55362,16302,132
72906,82242,12068,364
249125,26286,561,178
54995,79091,943,1998
91627,33113,742,130
123016,51851,561,89
99116,65715,984,126
102452,61427,897,174
134056,50573,300,3691
78691,17326,837,1711
82978,52709,752,86
77099,33590,806,129
75919,51372,597,186
126736,28412,1837,106
99326,63207,1163,205
96137,52420,341,190
129650,45479,321,251
71806,49897,17714,32
108478,45128,1495,4291
68598,66445,173,67
66091,48578,996,148
85679,44136,22254,683
105552,54789,230,33
96886,49500,825,2078
79879,16412,356,166
99566,30374,1168,141
97369,56846,218,264
82873,30023,328,360
106661,27742,395,259
133199,29473,969,228
120761,49646,1428,131
93718,42761,421,127
74238,49662,24165,420
140677,55209,947,125
123233,33376,126,204
269166,41195,1053,150
117785,23241,625,257
60510,60736,29150,227
101150,54031,802,152
114108,55771,1619,1502
147686,27150,5360,304
103013,68318,295,250
154775,20046,14256,107
74702,25534,579,356
105279,72276,160,446
141627,31660,24774,135
134637,89594,812,248
116324,35896,4010,556
111227,41533,612,176
83971,41226,1053,242
63294,41370,266,62
104331,28545,2106,94
192890,28392,1222,300
79342,38088,442,76
59484,44451,246,264
77137,56260,119,824
56372,95520,859,64
89546,61397,1127,97
138746,34854,211,51
97363,42617,187,84
141917,32488,128,347
127301,35177,852,34
151321,34140,39791,418
108646,107805,2696,49
115857,49220,323,41
167926,21812,142,69
160115,29637,255,294
92551,21240,3097,346
104172,25529,558,2364
83579,42568,4171,195
103718,28898,779,57
87926,98495,319,196
112187,42461,275,277
91085,22522,411,141
112700,41843,308,460
82365,38353,390,2157
90362,27865,501,126
90179,38809,738,93
111769,32117,1097,425
80609,40991,458,436
152831,47260,45152,140
182544,31518,173,339
121677,21215,13481,90
107886,79906,261,237
107432,90987,436,335
95017,38762,23148,175
54533,32578,2821,95
128586,34813,1267,150
91036,17843,692,70
87392,28141,435,196
113908,31695,17394,98
76615,19714,322,323
120049,101008,1009,193
71115,58719,180,74
79282,46706,830,313
100661,22510,53334,135
127550,50908,23407,104
115086,26364,539,212
115325,34693,1246,335
158545,53796,662,212
81818,39041,1480,68
110305,41382,21016,155
70911,34814,337,105
66536,24088,16431,108
83155,48807,1744,168
148613,41012,1928,102
76229,42376,21180,533
100751,33187,762,64
109838,24548,1053,90
104421,24159,12938,69
83190,63969,435,295
111770,115869,1909,601
120881,22955,592,42
94777,28948,322,86
68753,34341,452,143
93328,32035,1435,703
85078,35413,370,74
140288,32188,239,136
86426,26971,1116,121
60910,26173,31870,142
92723,66641,145,214
87049,56803,1275,87
122739,24105,52,86
77635,33058,16739,63
101281,42509,18012,74
98611,61661,2815,140
74802,43532,25865,115
144548,40710,476,105
145511,49712,1447,213
83697,55698,145,155
121759,46974,586,192
104104,21943,386,87
126825,68516,285,423
77330,25537,263,90
87522,31678,542,224
122343,30693,632,96
71991,23671,369,692
98135,29090,9932,171
105215,29595,15455,86
96417,25189,249,431
159311,68046,531,682
112050,51823,21684,56
117807,52263,279,12021
71931,14866,1266,242
126001,30817,518,469
78084,33181,2663,73
143909,35688,9805,300
124727,30616,282,220
122692,28997,817,62
55651,47231,491,63
99525,27732,566,21
127846,42904,245,161
109951,48420,2402,66
73759,110432,544,168
114326,65951,916,309
85466,77365,6724,118
102829,57783,14908,356
129890,49772,306,304
103408,48854,311,322
65539,24194,1034,440
89805,55697,719,81
87067,26479,495,177
94127,17709,28816,430
132046,73570,2106,43
157971,23416,591,407
117589,38830,479,75
100449,33486,121,115
114830,63399,9229,226
83002,40776,567,335
83520,49685,2595,214
94202,40425,186,140
138495,32677,270,57
74551,28285,16592,188
81392,46472,182,156
114295,27777,1362,165
99143,73247,1097,206
113366,31901,761,157
107632,32821,13706,114
203656,31191,484,192
81468,37821,906,84
63667,38602,17711,81
78469,35569,451,113
157244,35859,665,269
162048,20918,318,122
86815,65437,295,85
121119,56252,787,478
94192,93812,590,179
116625,23762,354,66
67943,47209,2306,131
119527,69822,1039,290
88208,46077,831,2782
84064,57014,24001,123
88733,26073,1593,380
114114,42273,858,74
83025,40695,679,359
72540,51364,15294,41
105464,50217,1273,146
103879,28709,745,51
129037,28830,50817,275
114401,45214,257,48
60126,52167,667,1858
134777,31115,966,165
117070,22224,1544,215
118889,37893,267,598
70093,69364,13245,320
123626,51260,16073,3400
74741,36216,294,163
69175,44215,237,245
77555,73523,160,784
68273,17280,13681,223
136725,40346,723,104
103682,21796,533,258
87366,48248,452,2772
75580,43591,322,142
84486,38806,1026,407
129070,68197,928,3258
114806,42156,508,429
101919,12185,427,90
69816,61805,5437,105
73484,105974,856,3840
79152,45572,1075,152
123389,26164,37173,116
154380,42638,722,245
157698,43174,259,168
75486,86329,608,193
111404,48917,203,113
109359,31564,1412,228
145859,47348,153,112
161320,55843,237,440
68234,29517,326,96
106303,41630,1593,179
98510,36125,4386,138
67257,33407,843,106
91707,66384,173,149
115716,32740,1785,62
52045,30363,1616,187
99271,41796,25761,227
86993,64282,187,350
127917,54350,1352,66
65943,50696,1107,76
88871,67765,16580,188
112461,24333,19486,61
107830,23110,3269,71
112738,19194,2511,144
88866,47014,3955,56
77292,30195,3387,88
135392,23868,1103,60
129651,43875,881,170
97690,51077,492,39
77458,54679,2552,665
92514,20228,1161,124
206505,38220,386,501
115465,81415,158,214
70557,44341,45619,104
88395,26229,768,215
95532,30269,100942,220
86839,45479,533,476
86810,36242,744,402
72259,48463,23671,50
61243,22764,5628,90
88961,29024,661,51
131114,37913,324,201
79175,51044,2767,102
141292,34415,1196,265
86259,45137,513,3625
82955,39011,10563,247
89090,32583,523,295
128641,25362,190,154
117588,26077,2174,364
76762,64277,1278,201
133837,56072,739,414
123582,34919,17544,61
69197,37501,291,70
93879,37749,1225,282
111831,65190,9220,479
88130,28819,277,267
103454,24506,1210,158
129441,50247,533,41
118904,48108,489,283
109176,35102,2222,428
70506,92154,500,146
105116,32071,199,258
95346,39384,609,256
66701,59705,7394,201
137031,49998,1153,97
158272,57716,341,331
113078,67093,1367,120
96993,30947,18064,342
82611,61715,141,163
91944,25237,1332,112
123789,38036,939,2786
95231,101051,1837,209
130546,46777,351,2549
111370,44430,572,98
136457,33037,157,53
109307,25929,2938,56
76933,43841,439,224
110911,19469,531,253
139656,42747,550,277
60403,25953,650,328
75493,39235,27303,87
116684,65270,59136,129
122472,34407,408,228
78194,62691,1538,106
80019,29386,756,88
67341,59200,603,418
144587,89168,179,208
102554,26699,289,394
112826,52566,631,192
61518,38901,108,695
107458,30201,517,405
156090,42579,381,393
162818,23559,4079,112
126958,28541,639,243
49967,35047,615,163
82239,47646,373,58
72530,30475,218,121
99294,38448,4483,125
46928,24849,14335,198
101529,47948,2221,48
126412,20695,419,123
111896,35277,867,146
90889,29945,361,191
72962,47804,439,140
102322,27987,356,128
80192,23003,209,79
133767,67515,195,195
90725,53778,19839,54
106430,34659,1177,1767
117588,46302,173,221
90109,44951,173,42
109188,34030,30556,241
161870,17145,806,105
64033,54285,158,127
71200,44945,1609,189
83265,62148,1625,1917
137458,41853,5595,635
84822,59238,353,487
89834,16445,562,757
76697,61346,26422,593
107219,42804,730,166
70524,22935,421,31
241394,19477,21728,392
159011,53105,6614,418
118551,25167,265,113
103439,47056,1360,581
136029,41723,1413,80
92163,40401,1095,190
191720,95032,684,81
58636,32672,9818,47
82320,41458,338,931
74071,37913,281,809
136165,73278,35476,130
146617,47851,1200,164
82246,66208,17557,501
88146,38272,305,117
83252,38362,15944,143
136015,39716,12703,140
114266,45133,284,287
85113,40876,343,128
89387,42393,1102,84
114210,29803,35859,48
79199,36573,21773,163
123097,65642,1736,122
111214,35820,3819,266
99197,42759,661,608
60834,22236,139,59
77610,44479,314,189
80610,73511,310,100
102370,39970,13737,64
118237,34866,312,138
97196,23632,11015,74
87538,41980,605,801
145801,66780,74804,253
98886,15229,13482,136
129268,23330,280,196
69185,43948,636,29
121909,58556,352,154
84204,60052,779,223
52120,32505,436,176
121561,51450,861,123
86263,57106,296,34
111219,32794,97,30
57980,38854,2847,190
107414,47158,458,109
155052,32782,1469,177
90498,26477,5085,4459
84237,32714,5993,94
162001,51346,5003,405
93033,36326,256,124
110463,38653,191,149
73014,29193,1738,251
104857,51590,1295,339
112865,58200,2076,30
105662,26672,482,85
92458,56478,721,71
91368,67742,1146,90
125837,35621,175,205
123531,66401,136,3391
152190,23222,425,112
95816,30087,682,281
88975,82902,5203,83
76756,44802,60,180
83004,68615,1109,165
56918,55922,32006,172
78119,55398,14147,92
107245,78792,2106,476
99930,29075,1009,132
109601,41729,1580,680
126147,15234,481,353
65407,44472,2572,120
142521,26777,1029,226
98370,28581,15764,83
101143,63514,832,135
110090,40247,231,115
63056,33921,407,160
82911,80503,119,4448
121225,38368,1226,108
101067,29316,1291,371
89448,115035,25894,177
110442,48606,1183,134
107923,20421,1528,179
108185,48486,110,138
62687,28281,434,90
96673,64890,584,159
87240,26998,1357,189
83513,21351,9814,4897
191921,48108,2058,211
117676,62097,4310,121
82152,39091,382,290
80305,73654,681,425
93327,53747,20597,73
110517,34095,687,137
71932,32511,446,249
126274,37803,365,185
65310,45841,494,113
142035,38895,1111,45
93651,61554,673,78
96761,31769,37805,3056
77751,39240,910,107
134785,40465,31176,158
72796,29035,400,144
98643,65566,608,137
112976,27275,906,266
140654,32288,1047,77
95036,26517,2040,25
81951,45793,869,63
111333,27614,2133,992
136734,33840,16205,273
77748,25333,202,86
69950,31835,779,101
146144,48892,641,149
77272,73176,23085,99
126449,27358,815,203
79330,40496,1611,585
155530,46385,7244,141
140293,30836,641,99
76239,33279,859,198
133359,67320,331,24
77374,53937,3092,311
76525,47987,1210,247
102092,58372,1352,70
102648,30914,18115,320
96042,69729,545,76
110920,48995,366,212
83122,43155,338,216
113497,32453,21714,154
96912,42110,901,121
65093,28704,589,99
131336,65018,283,395
94437,35293,668,199
110468,69150,433,206
121557,54523,642,146
78601,25558,61185,63
89129,12454,403,167
121212,52856,112,235
171955,52999,454,103
102445,41567,20420,149
68767,54076,3807,329
99166,22530,365,106
117882,55526,638,69
79804,70690,882,131
96300,34463,640,318
60440,37215,1484,269
120808,40400,970,223
99854,33209,907,154
84744,60867,562,70
115560,17260,29803,134
105202,123885,368,153
81460,18719,6773,87
59199,33806,11740,173
124810,62605,14425,230
76149,35517,1997,182
119486,66347,1275,167
168560,48011,6166,213
51446,69508,305,1590
74348,50071,21715,82
75441,86625,1811,143
132926,23932,461,189
92524,33449,1545,237
145063,19972,519,223
124635,27587,62610,362
111598,40569,400,340
89580,33595,2036,82
67993,36275,199,249
83957,28563,1360,218
106537,43784,1081,174
116257,24050,160,238
122853,40310,1076,396
74374,36184,785,235
116089,36859,1438,518
85346,40933,910,404
148759,35066,882,333
56005,103206,1127,210
141639,46957,196,312
96760,25896,2224,344
159746,36728,1344,154
87899,49282,1735,218
68257,30012,751,65
138989,26715,947,357
163362,52111,571,452
169203,51001,713,153
137605,50544,1194,99
103439,17744,36208,88
117265,45307,549,177
59837,68385,6402,627
81484,70622,777,365
134309,60502,335,403
85526,49969,1116,85
80350,46571,2892,46
99004,50903,242,234
51301,63389,17904,114
119749,40130,26420,140
129756,27560,8856,159
74157,36259,627,5751
105787,58242,1089,95
115623,24208,32218,63
87154,29032,631,398
105277,45623,316,142
70089,34138,24585,173
91225,35391,223,112
197912,39571,1258,399
144197,57851,707,38
111901,28477,189,72
90728,43195,192,78
89973,32084,416,207
195164,30008,278,87
112788,30735,2495,134
203534,48923,38356,87
54877,25955,9518,546
97225,35897,1026,200
130988,47742,809,267
118244,41025,1369,713
139282,36124,342,196
58143,59386,8686,4823
129411,36727,569,1771
56088,25239,2948,105
91718,53217,119,111
90265,45740,1069,256
184679,48779,323,222
139305,36176,821,170
73117,30984,790,2572
93513,40984,578,50
121175,24452,3235,686
103840,55385,625,226
53546,34479,28229,300
81229,55683,530,173
76594,20742,466,139
144770,23151,463,184
103083,27476,301,345
84469,54821,848,346
57667,24362,998,383
132673,89624,508,117
153620,26555,542,120
96360,38299,413,121
123438,33828,365,541
126610,26752,710,153
85068,40983,1536,102
88515,34861,8111,112
94509,59571,20544,189
125176,15309,839,246
105063,19267,595,74
81575,77000,1189,76
124473,64675,1522,88
102144,21577,470,126
120039,22467,920,2585
87085,37294,863,145
75223,32821,384,215
87273,56670,121,329
72347,102722,10916,128
107551,30838,224,98
78208,13786,290,238
98187,62626,855,110
167490,35154,6563,67
98722,36307,249,167
88094,72148,761,233
108226,64988,336,271
104926,24795,1313,3682
109223,51180,231,159
92438,38355,22244,3189
122279,34304,402,393
85390,37033,38951,62
100005,28976,818,464
146593,28789,581,126
124996,40007,7775,152
109628,42284,8838,220
111681,66734,1057,65
100043,35630,381,370
84593,63392,237,71
76821,24580,887,31
82503,54032,21871,123
89987,43643,1562,69
69651,31913,9670,431
106520,28672,614,411
125428,49750,274,98
96926,24456,462,62
151426,23818,494,130
79898,32814,2642,421
119166,15723,133,191
117512,64335,515,58
70715,30776,189,101
108757,72982,684,163
65716,19898,210,538
166904,40098,498,230
73441,47966,356,45
89209,36256,429,48
82866,78832,1280,100
85317,57703,1246,283
160969,51372,694,64
118390,61333,1241,414
129271,64132,566,69
141769,32165,695,107
70989,36193,1007,122
81986,36363,10071,130
84483,81547,450,81
95224,53316,8932,422
137091,26870,5747,2064
117290,40436,269,52
81221,35531,537,93
141040,19658,1324,69
75642,48753,19357,259
50012,52858,263,201
99574,90821,501,63
112405,46878,765,123
104474,28445,2194,168
165651,36362,51276,171
74136,34377,12554,438
102323,33013,1677,91
120432,39430,290,512
124554,24549,973,53
110883,34760,238,143
107796,43939,447,148
77255,62520,708,203
101248,22862,820,56
118595,54626,697,64
94821,26697,1757,1431
82050,46732,13144,170
81862,22591,12770,67
114499,85109,2329,283
88412,66397,1594,50
113140,39406,13796,163
107573,27769,218,812
61820,24857,927,73
93167,32019,592,3047
77421,37811,755,639
110517,20254,382,414
94644,44843,1216,75
101356,71514,969,82
168314,22948,11918,135
81115,40485,592,200
130131,36542,559,225
131422,25183,684,102
101742,32439,8062,109
86805,33496,252,140
105741,11779,1564,60
104831,70321,31444,152
132161,25467,447,117
84002,45793,1176,2095
94168,47487,607,333
54653,19672,32622,143
87574,38620,623,157
63340,40523,13749,4212
85319,44005,485,146
106651,63912,1295,473
89362,32202,1003,67
116576,20901,429,144
129263,42038,260,662
99355,60804,2158,81
97393,50688,713,125
130750,25332,2590,466
73203,79193,915,65
72811,24465,1159,163
93207,48426,2207,370
130878,25449,137,105
142275,23208,1204,365
59017,42633,567,165
90458,34225,546,91
92264,14623,1027,252
129049,42174,673,77
116135,49781,1858,316
101049,39662,339,811
92462,70013,919,88
100090,21345,934,86
111163,46652,2019,1408
78316,25704,652,263
81957,22532,223,271
106899,22196,1269,83
83446,29310,10033,359
80960,70097,1897,98
91680,25932,10830,173
88599,42011,3268,130
101552,25237,22365,36
116921,23433,32071,359
61605,58307,1097,455
112112,36127,801,359
102877,72146,1970,190
85717,23278,147,113
116134,26747,2837,1521
147041,29479,502,308
54782,27304,112,119
122460,30544,565,2835
106891,18783,1552,53
117235,62976,1534,557
101513,39450,1090,73
164125,41546,17248,92
130429,49344,793,248
70927,32506,4919,102
119384,63048,2064,66
108739,20982,273,67
231305,22734,929,199
73736,24112,1860,345
99028,47891,1293,334
107612,46174,1655,131
114740,81546,742,446
99363,46462,152,252
83002,43904,253,427
183991,46554,14370,122
108888,63752,182,312
120501,49173,1695,102
117160,37250,744,259
132419,44243,1437,103
78176,17592,10428,93
125276,61710,353,255
136114,46689,16602,101
81189,17041,189,161
125780,42044,1821,117
76626,36860,1071,298
94967,25462,717,171
83891,28312,369,371
133536,50436,3268,241
